strain	S1_down	S1_up	S2_down	S2_up	S3_down	S3_up
YOL106W::chr00_6	482	392	222	250	457	336
YOL107W::chr00_6	657	257	197	138	570	309
YOL108C::chr00_6	26	63	138	138	434	811
YOL109W::chr00_6	176	287	120	179	229	413
YOL110W::chr00_6	792	9	214	77	456	2
YOL111C::chr00_6	457	373	131	347	450	344
YOL112W::chr00_6	344	248	215	225	361	343
YOL113W::chr00_6	334	234	173	196	458	322
YOL114C::chr00_6	447	348	114	132	456	486
YOL115W::chr00_6	2	0	1084	1183	2	0
YOL116W::chr00_6	435	407	181	191	458	462
YOL117W::chr00_6	256	291	142	200	339	457
YOL118C::chr00_6	488	481	144	160	297	435
YOL119C::chr00_6	641	409	233	264	627	596
YOL120C::chr00_6	2	16	4	2	10	4
YOL121C::chr00_6	615	396	576	627	641	425
YOL122C::chr00_6	322	424	151	214	199	335
YOL123W::chr00_6	4	0	2	3	4	1
YOL124C::chr00_6	404	357	217	233	384	336
YOL125W::chr00_15	414	211	208	131	489	354
YOL126C::chr00_6	365	257	345	240	304	235
YOL127W::chr00_6	14	3	9	6	11	4
YOL128C::chr00_6	29	111	161	126	18	163
YOL129W::chr00_6	555	298	314	169	344	259
YOL130W::chr00_6	0	0	7	3	1	1
YOL131W::chr00_6	0	340	122	224	0	378
YOL132W::chr00_6	505	389	269	114	554	483
YOL133W::chr00_6	0	0	2	0	4	5
YOL134C::chr00_6	4	0	0	5	5	2
YOL135C::chr00_6	0	0	0	3	0	0
YOL136C::chr00_6	549	374	244	186	404	475
YOL137W::chr00_6	506	297	193	111	362	347
YOL138C::chr00_6	364	280	588	981	403	394
YOL139C::chr00_15	0	0	1	0	2	0
YOL140W::chr00_22	331	226	4	4	755	561
YOL141W::chr00_10	366	304	217	179	635	613
YOL142W::chr00_22	0	0	0	0	0	0
YOL143C::chr00_10	0	0	0	0	0	0
YOL144W::chr00_10	0	1	0	4	0	2
YOL145C::chr00_22	16	118	0	0	53	252
YOL146W::chr00_15	4	0	1	0	3	0
YOL147C::chr00_15	449	342	84	118	342	331
YOL148C::chr00_18	45	14	579	235	179	68
YOL149W::chr00_10	0	0	0	0	0	0
YOL150C::chr00_10	50	223	134	202	68	415
YOL151W::chr00_17b/chr00_18	975	637	527	343	1109	882
YOL152W::chr00_17b/chr00_18	735	796	234	377	695	739
YOL153C::chr00_15	951	15	75	90	619	3
YOL154W::chr00_22	601	0	2	0	637	0
YOL155C::chr00_17b	363	298	196	166	394	268
YOL158C::chr00_10	296	232	189	180	419	361
YOL159C-A::chr00_21	246	278	2	0	675	495
YOL159C::chr00_10	389	207	243	211	522	281
YOL160W::chr00_10	316	107	172	135	345	101
YOL162W::chr00_10	474	400	354	260	335	271
YOL163W::chr00_10	498	225	192	143	444	240
YOL164W-A::chr00_21	464	265	1	2	1051	760
YOL164W::chr00_22	363	274	2	2	645	572
YOL166C::chr00_18	0	0	0	0	0	0
YOL166W-A::chr00_21	0	0	0	0	0	0
YOR001W::chr15_1	548	305	909	1061	402	347
YOR002W::chr15_1	7	45	829	848	12	71
YOR003W::chr15_1	0	353	196	462	0	406
YOR004W::chr15_1	0	1	0	0	0	2
YOR005C::chr15_1	564	389	465	544	441	383
YOR006C::chr15_1	3	388	767	1577	1	333
YOR007C::chr15_1	383	443	218	509	605	562
YOR008C-A::chr00_10	2152	1646	276	315	3598	3212
YOR008C::chr15_1	548	318	1217	1074	567	474
YOR009W::chr15_1	410	372	531	494	504	376
YOR010C::chr15_1	447	426	498	537	629	586
YOR011W-A::chr00_21	0	0	0	0	0	0
YOR011W::chr15_1	369	323	437	359	619	428
YOR012W::chr15_1	429	253	175	393	619	514
YOR013W::chr15_1	437	114	591	296	666	171
YOR014W::chr15_1	115	94	624	464	310	286
YOR015W::chr15_1	503	295	237	226	551	456
YOR016C::chr15_1	87	0	152	93	123	0
YOR017W::chr15_1	458	314	198	121	484	438
YOR018W::chr15_1	430	373	147	126	600	487
YOR019W::chr15_1	27	75	120	134	38	143
YOR020C::chr15_1	12	6	6	7	2	4
YOR020W-A::chr00_21	0	276	0	0	2	611
YOR021C::chr15_1	445	0	239	43	494	0
YOR022C::chr15_1	493	316	223	253	467	352
YOR023C::chr15_1	470	557	144	231	244	314
YOR024W::chr15_1	380	276	184	176	658	562
YOR025W::chr15_1	472	222	282	170	603	392
YOR026W::chr00_22	307	138	0	0	798	423
YOR026W::chr15_1	1	0	253	370	0	139
YOR027W::chr15_1	330	304	361	308	415	418
YOR028C::chr15_1	581	440	217	167	417	410
YOR029W::chr15_1	399	357	207	202	398	363
YOR030W::chr15_1	409	267	235	212	380	247
YOR031W::chr15_1	446	7	248	100	560	5
YOR032C::chr15_1	463	1	202	108	808	0
YOR032W-A::chr00_21	0	0	0	0	0	0
YOR033C::chr15_1	0	0	215	114	5	0
YOR034C-A::chr00_21	353	273	0	2	598	518
YOR034C::chr15_1	492	408	155	119	256	240
YOR035C::chr15_1	509	308	483	771	351	275
YOR036W::chr15_1	0	0	733	191	238	76
YOR037W::chr15_1	0	278	147	197	0	217
YOR038C::chr15_1	303	1	247	105	385	0
YOR039W::chr15_1	137	122	1064	1077	306	266
YOR040W::chr15_1	677	494	231	198	541	535
YOR041C::chr15_1	457	363	207	126	327	284
YOR042W::chr15_1	430	289	138	210	536	340
YOR043W::chr15_1	500	375	282	303	611	426
YOR044W::chr15_1	462	314	258	199	857	511
YOR045W::chr15_1	316	265	239	160	200	224
YOR046C::chr15_1	0	8	0	9	0	7
YOR047C::chr15_1	486	403	255	266	212	239
YOR048C::chr15_1	4	1	12	0	0	0
YOR049C::chr15_1	0	213	70	151	0	203
YOR050C::chr15_1	381	247	370	274	532	426
YOR051C::chr15_1	462	330	1200	1037	417	321
YOR052C::chr15_1	652	513	242	331	485	344
YOR053W::chr15_1	373	395	176	232	337	429
YOR054C::chr15_1	317	208	183	159	310	229
YOR055W::chr15_1	363	247	120	179	404	343
YOR056C::chr15_1	0	4	4	2	5	1
YOR057W::chr15_1	2	2	2	0	0	3
YOR058C::chr15_1	0	179	135	195	1	264
YOR059C::chr15_1	379	320	293	283	535	350
YOR060C::chr15_1	6	5	1	9	1	2
YOR061W::chr15_1	218	159	985	904	684	504
YOR062C::chr15_1	376	337	314	327	720	576
YOR063W::chr15_1	5	1	0	0	0	3
YOR064C::chr15_1	422	260	176	251	230	164
YOR065W::chr15_1	2	0	884	648	420	266
YOR066W::chr15_1	427	1	305	99	295	0
YOR067C::chr15_1	326	272	342	287	236	223
YOR068C::chr15_1	323	251	289	255	258	333
YOR069W::chr00_22	0	0	0	0	0	0
YOR069W::chr15_1	2	0	321	192	224	192
YOR070C::chr15_1	285	150	260	243	196	174
YOR071C::chr15_1	344	298	255	259	288	257
YOR072W-B::chr00_21	0	0	0	0	0	0
YOR072W::chr15_1	375	0	324	122	264	1
YOR073W::chr15_1	0	258	96	182	1	281
YOR074C::chr15_1	0	1	2	2	2	0
YOR075W::chr15_1	0	2	1	2	0	0
YOR076C::chr15_1	320	247	312	216	522	414
YOR077W::chr15_1	0	4	0	1	0	3
YOR078W::chr15_1	170	0	903	508	306	0
YOR079C::chr15_1	562	288	343	250	752	313
YOR080W::chr15_1	100	82	621	557	182	164
YOR081C::chr15_1	644	330	312	241	604	376
YOR082C::chr15_1	334	230	332	230	633	634
YOR083W::chr15_1	607	477	366	367	772	617
YOR084W::chr15_1	558	308	279	262	441	375
YOR085W::chr15_1	252	199	979	1065	416	375
YOR086C::chr15_1	522	181	225	117	417	167
YOR087W::chr00_22	823	464	2	0	860	553
YOR087W::chr15_1	0	0	1	297	0	547
YOR088W::chr15_1	0	311	156	203	0	357
YOR089C::chr15_1	332	234	1115	788	540	305
YOR090C::chr15_1	506	279	266	221	494	339
YOR091W::chr15_1	2	415	659	1049	1	491
YOR092W::chr15_1	326	2	256	102	465	0
YOR093C::chr15_1	433	307	411	376	645	546
YOR094W::chr15_1	529	260	249	243	654	347
YOR095C::chr15_1	0	4	1	0	5	3
YOR096W::chr00_8	459	312	1056	942	298	279
YOR097C::chr15_2	0	587	130	263	0	347
YOR098C::chr15_2	1	0	0	2	0	0
YOR099W::chr15_2	262	123	206	124	405	214
YOR100C::chr15_2	401	289	224	209	645	551
YOR101W::chr15_2	373	316	254	118	655	600
YOR102W::chr15_2	0	5	0	4	0	0
YOR103C::chr15_2	4	2	0	1	0	0
YOR104W::chr15_2	344	279	183	180	420	341
YOR105W::chr15_2	410	295	151	179	554	433
YOR106W::chr15_2	75	123	409	948	172	295
YOR107W::chr15_2	12	342	129	222	3	308
YOR108W::chr15_2	386	73	125	133	759	107
YOR109W::chr15_2	412	0	241	0	443	0
YOR110W::chr15_2	3	0	1	1	2	0
YOR111W::chr15_2	752	422	289	243	661	500
YOR112W::chr15_2	469	219	345	287	783	337
YOR113W::chr15_2	231	144	200	153	362	257
YOR114W::chr15_2	430	242	191	134	473	285
YOR115C::chr15_2	388	275	246	168	477	373
YOR116C::chr15_2	0	0	0	0	2	0
YOR117W::chr15_2	2	1	3	6	0	1
YOR118W::chr15_2	483	262	237	187	558	387
YOR119C::chr15_2	0	1	1	0	4	0
YOR120W::chr15_2	343	0	177	93	465	0
YOR121C::chr15_2	442	258	104	64	631	386
YOR122C::chr15_2	0	3	1	0	3	5
YOR123C::chr15_2	203	24	894	430	403	61
YOR124C::chr15_2	411	330	215	216	536	528
YOR125C::chr15_2	1	0	13	0	561	396
YOR126C::chr15_2	529	351	230	129	558	360
YOR127W::chr15_2	489	0	205	115	391	0
YOR128C::chr15_2	1	0	0	0	160	0
YOR129C::chr15_2	380	76	347	42	482	70
YOR130C::chr15_2	644	445	277	224	441	317
YOR131C::chr15_2	358	323	253	194	365	361
YOR132W::chr15_2	697	466	185	198	554	473
YOR133W::chr15_2	0	322	16	168	0	391
YOR134W::chr15_2	391	227	85	122	472	311
YOR135C::chr15_2	341	263	126	197	328	344
YOR136W::chr15_2	0	177	42	81	1	193
YOR137C::chr15_2	490	278	248	124	644	644
YOR138C::chr15_2	977	0	250	124	775	0
YOR139C::chr15_2	0	226	127	158	0	236
YOR140W::chr15_2	592	411	324	277	418	279
YOR141C::chr15_2	0	159	487	983	2	213
YOR142W::chr15_2	288	172	249	127	438	238
YOR143C::chr15_2	0	1	1	5	0	8
YOR144C::chr15_2	463	475	148	187	369	344
YOR145C::chr15_2	0	0	1	0	1	1
YOR146W::chr15_2	0	0	0	0	3	0
YOR147W::chr15_2	0	0	135	196	0	0
YOR148C::chr15_2	1	1	1	7	0	9
YOR149C::chr15_2	0	3	0	3	0	0
YOR150W::chr15_2	4	1	1397	704	93	113
YOR151C::chr15_2	0	0	1	4	1	2
YOR152C::chr15_2	548	332	1643	1504	546	444
YOR153W::chr15_2	633	296	2	0	491	295
YOR154W::chr15_2	19	346	5	138	9	259
YOR155C::chr15_2	0	157	100	132	0	139
YOR156C::chr15_2	533	495	173	166	562	484
YOR157C::chr15_2	2	2	2	1	0	1
YOR158W::chr15_2	3	0	1206	834	760	537
YOR159C::chr15_2	0	0	0	2	2	1
YOR160W::chr15_2	0	4	1	2	4	9
YOR161C-C::chr00_21	426	218	0	1	721	511
YOR161C::chr15_2	549	30	255	100	411	36
YOR162C::chr15_2	49	471	234	158	25	296
YOR163W::chr15_2	455	404	191	262	327	357
YOR164C::chr15_2	562	0	235	1	295	0
YOR165W::chr15_2	576	600	271	316	189	231
YOR166C::chr15_2	339	335	258	275	296	336
YOR167C::chr15_2	305	341	1028	967	149	179
YOR168W::chr15_2	0	0	2	0	0	0
YOR169C::chr15_2	1	2	0	2	0	1
YOR170W::chr15_2	407	0	136	46	251	0
YOR171C::chr15_2	570	339	299	119	288	160
YOR172W::chr15_2	531	367	280	214	163	172
YOR173W::chr15_2	576	0	362	149	254	0
YOR174W::chr15_2	0	0	3	2	0	6
YOR175C::chr15_2	512	0	309	103	396	0
YOR176W::chr15_2	4	5	9	3	1	3
YOR177C::chr15_2	108	67	196	272	419	335
YOR178C::chr15_2	397	235	220	361	372	301
YOR179C::chr15_2	155	228	64	262	223	277
YOR180C::chr15_2	382	345	248	200	291	305
YOR181W::chr15_2	0	0	1	0	0	1
YOR182C::chr15_2	794	680	939	1057	399	329
YOR183W::chr15_2	2	1	775	314	0	0
YOR184W::chr15_2	41	10	200	113	697	427
YOR185C::chr15_2	481	299	181	175	239	226
YOR186W::chr15_2	240	147	142	179	182	67
YOR187W::chr15_2	330	323	12	688	126	154
YOR188W::chr15_2	426	386	217	188	803	792
YOR189W::chr15_2	310	289	82	203	142	162
YOR190W::chr15_2	313	335	188	113	267	267
YOR191W::chr15_2	380	182	281	212	402	293
YOR192C::chr15_2	321	76	312	74	469	59
YOR193W::chr15_3	335	259	340	274	561	430
YOR194C::chr15_3	4	0	0	1	0	1
YOR195W::chr15_3	863	488	131	164	718	461
YOR196C::chr15_3	2	0	787	245	1	0
YOR197W::chr15_3	549	507	271	200	513	383
YOR198C::chr15_3	2	0	1032	0	172	0
YOR199W::chr15_3	378	230	661	598	63	19
YOR200W::chr15_3	1	1	338	838	0	1
YOR201C::chr15_3	0	5	0	814	0	1
YOR202W::chr15_3	478	329	310	322	344	320
YOR203W::chr15_3	0	0	1	2	0	0
YOR204W::chr15_3	0	0	2	0	0	2
YOR205C::chr15_3	3	0	802	386	0	1
YOR206W::chr15_3	3	4	2	2	5	2
YOR207C::chr15_3	0	2	3	2	0	2
YOR208W::chr15_3	418	243	211	190	306	264
YOR209C::chr15_3	255	137	819	525	903	603
YOR210W::chr15_3	3	0	0	2	0	1
YOR211C::chr15_3	3	0	936	856	2	0
YOR212W::chr15_3	0	3	2	2	222	243
YOR213C::chr15_3	322	204	144	153	212	152
YOR214C::chr15_3	434	2	137	106	273	3
YOR215C::chr15_3	459	434	234	190	447	427
YOR216C::chr15_3	388	300	178	239	376	340
YOR217W::chr15_3	0	2	1	7	0	2
YOR218C::chr15_3	0	2	4	4	0	1
YOR219C::chr15_3	321	309	188	174	224	284
YOR220W::chr15_3	393	277	234	251	470	466
YOR221C::chr15_3	217	97	757	757	189	151
YOR222W::chr15_3	0	1	198	185	3	1
YOR223W::chr15_3	1171	840	195	223	1069	775
YOR224C::chr15_3	0	0	0	0	0	0
YOR225W::chr15_3	404	255	254	214	568	382
YOR226C::chr15_3	527	0	288	134	567	1
YOR227W::chr15_3	334	0	343	0	289	0
YOR228C::chr15_3	0	0	229	189	0	0
YOR229W::chr15_3	297	201	216	158	283	196
YOR230W::chr15_3	5	296	34	226	7	331
YOR231W::chr15_3	374	197	132	180	452	368
YOR232W::chr15_3	1	3	0	10	0	3
YOR233W::chr15_3	381	245	270	183	288	281
YOR234C::chr15_3	357	274	827	849	296	225
YOR235W::chr15_3	283	171	472	950	525	446
YOR236W::chr15_3	0	2	1	3	2	0
YOR237W::chr15_3	27	0	106	98	24	0
YOR238W::chr15_3	392	293	118	210	263	263
YOR239W::chr00_22	589	571	1	3	887	814
YOR239W::chr15_3	2	0	237	196	498	330
YOR240W::chr15_3	400	253	1681	1587	285	250
YOR241W::chr15_3	0	0	1	0	403	0
YOR242C::chr15_3	500	91	192	91	308	98
YOR243C::chr15_3	351	235	229	181	270	327
YOR244W::chr15_3	10	2	5	0	3	2
YOR245C::chr15_3	454	138	190	113	320	72
YOR246C::chr15_3	334	320	141	231	307	337
YOR247W::chr15_3	540	376	119	179	297	224
YOR248W::chr15_3	281	172	207	142	202	192
YOR249C::chr15_3	0	0	0	2	1	1
YOR250C::chr15_3	0	0	0	2	0	0
YOR251C::chr15_3	336	244	851	941	154	143
YOR252W::chr15_3	62	0	135	120	49	1
YOR253W::chr15_3	3	309	98	194	0	314
YOR254C::chr15_3	2	0	0	0	0	0
YOR255W::chr15_3	1	273	136	230	0	334
YOR256C::chr15_3	1	2	1	2	0	1
YOR257W::chr15_3	0	0	0	0	0	1
YOR258W::chr15_3	2	0	996	0	372	0
YOR259C::chr15_3	0	0	0	3	0	1
YOR260W::chr15_3	0	0	0	2	4	0
YOR261C::chr15_3	1	0	3	0	1	0
YOR262W::chr15_3	3	0	6	0	0	0
YOR263C::chr15_3	448	329	293	256	361	280
YOR264W::chr15_3	403	261	133	183	389	304
YOR265W::chr00_17b	261	178	218	103	297	292
YOR266W::chr00_17b	406	210	169	58	375	215
YOR267C::chr00_17b	507	264	263	133	524	337
YOR268C::chr00_17b	579	415	185	162	362	297
YOR269W::chr00_17b	218	177	164	56	238	168
YOR270C::chr00_17b	174	154	514	602	216	286
YOR271C::chr00_17b	356	277	196	179	368	292
YOR272W::chr00_17b	0	0	1	5	0	1
YOR273C::chr00_17b	705	625	182	190	879	639
YOR274W::chr00_17b	0	1	174	218	0	0
YOR275C::chr00_17b	286	250	362	286	407	377
YOR276W::chr00_17b	251	181	173	162	365	331
YOR277C::chr15_3	298	211	122	88	256	276
YOR278W::chr15_3	0	0	0	0	0	0
YOR279C::chr15_3	256	272	135	106	338	493
YOR280C::chr15_3	380	318	179	139	421	365
YOR281C::chr15_3	0	0	0	0	0	0
YOR282W::chr15_3	4	0	0	1	0	1
YOR283W::chr15_3	649	109	183	58	686	73
YOR284W::chr15_3	598	345	236	86	442	313
YOR285W::chr15_3	509	365	155	152	461	410
YOR286W::chr15_3	314	244	203	109	513	308
YOR287C::chr15_3	0	0	0	0	0	0
YOR288C::chr15_3	447	262	222	192	330	294
YOR289W::chr15_4	389	391	1486	1656	558	480
YOR290C::chr00_22	0	0	0	0	0	0
YOR290C::chr15_4	215	133	301	203	276	242
YOR291W::chr15_4	562	256	257	204	588	345
YOR292C::chr15_4	498	259	295	107	799	440
YOR293C-A::chr00_21	388	220	1	0	722	616
YOR293W::chr15_4	187	231	120	198	88	106
YOR294W::chr15_4	0	4	0	0	0	2
YOR295W::chr15_4	0	1	271	189	525	277
YOR296W::chr15_4	617	355	340	203	259	162
YOR297C::chr15_4	528	369	1556	1485	283	209
YOR298C-A::chr00_11	188	122	227	240	365	286
YOR298C-A::chr00_17b	156	84	201	96	665	364
YOR298C-A::chr00_22	273	0	0	0	259	0
YOR298W::chr15_4	310	330	1292	1194	269	237
YOR299W::chr15_4	715	511	416	320	273	248
YOR300W::chr15_4/chr00_12	2	308	308	486	219	1184
YOR301W::chr15_4	574	403	1500	1037	341	240
YOR302W::chr00_17b	301	305	142	208	388	561
YOR302W::chr15_4	0	0	0	0	0	167
YOR303W::chr00_17b	360	277	185	165	546	491
YOR303W::chr15_4	0	0	0	0	348	44
YOR304C-A::chr15_4	575	6	353	116	535	9
YOR304W::chr15_4	212	304	195	241	158	351
YOR305W::chr15_4	281	163	615	589	428	376
YOR306C::chr15_4/chr00_8	728	507	515	283	695	276
YOR307C::chr15_4	516	303	324	256	418	313
YOR308C::chr15_4	317	208	1413	1165	197	154
YOR309C::chr15_4/chr00_12	536	357	2422	1980	315	206
YOR310C::chr15_4	1	0	1	6	0	0
YOR311C::chr15_4	473	329	344	174	315	232
YOR312C::chr15_4	269	0	145	0	215	0
YOR313C::chr15_4	523	261	1584	1197	409	231
YOR314W::chr15_4	665	531	1610	1096	553	400
YOR315W::chr15_4	153	321	320	214	142	302
YOR316C-A::chr00_21	384	230	1	0	361	290
YOR316C::chr15_4	337	296	306	511	272	243
YOR317W::chr00_8	775	524	142	194	426	385
YOR318C::chr15_4	349	6	225	93	244	2
YOR319W::chr15_4	0	1	0	0	0	1
YOR320C::chr15_4	390	258	298	281	611	493
YOR321W::chr15_4	248	272	297	297	491	458
YOR322C::chr15_4	478	344	235	211	408	338
YOR323C::chr15_4	0	173	0	349	0	432
YOR324C::chr15_4	413	311	375	343	299	247
YOR325W::chr15_4	405	291	1116	1027	619	484
YOR326W::chr15_4	1	10	1	0	5	3
YOR327C::chr15_4	969	676	1382	1433	978	654
YOR328W::chr15_4	455	344	240	298	369	292
YOR329C::chr15_4	0	8	1	5	0	0
YOR330C::chr15_4	3	0	795	526	419	268
YOR331C::chr15_4	228	53	631	385	232	36
YOR332W::chr15_4	2	0	757	609	4	0
YOR333C::chr15_4	433	240	128	173	530	310
YOR334W::chr15_4	378	296	236	201	409	252
YOR335C::chr15_4	1	6	0	2	0	1
YOR336W::chr15_4	0	1	1	0	0	2
YOR337W::chr15_4	381	326	402	323	304	278
YOR338W::chr15_4	423	229	178	113	300	191
YOR339C::chr15_4	336	251	272	177	373	348
YOR340C::chr15_4	0	0	0	1	0	1
YOR341W::chr15_4	1	1	4	0	2	1
YOR342C::chr15_4	374	292	162	185	518	436
YOR343C::chr15_4	444	338	243	172	646	506
YOR344C::chr15_4	267	315	168	209	416	640
YOR345C::chr15_4	389	302	218	182	461	306
YOR346W::chr15_4	560	450	1141	1189	407	302
YOR347C::chr15_4	610	442	338	280	654	501
YOR348C::chr15_4	690	385	373	278	583	403
YOR349W::chr15_4	586	389	237	222	552	399
YOR350C::chr15_4	389	233	240	144	363	181
YOR351C::chr15_4	338	0	169	88	436	0
YOR352W::chr15_4	438	0	1152	329	478	0
YOR353C::chr15_4	3	0	0	0	0	0
YOR354C::chr15_4	412	267	221	227	429	329
YOR355W::chr15_4	285	170	1006	814	475	324
YOR356W::chr15_4	313	0	269	126	458	0
YOR357C::chr15_4	344	361	220	310	451	331
YOR358W::chr15_4	315	0	47	32	466	0
YOR359W::chr15_4	728	602	261	285	548	493
YOR360C::chr15_4	368	294	326	255	398	312
YOR361C::chr15_4	0	2	1	0	1	0
YOR362C::chr15_4	0	0	0	0	2	1
YOR363C::chr15_4	483	0	377	234	487	0
YOR364W::chr00_11	2	2	444	1150	151	395
YOR364W::chr15_4	341	125	179	146	503	176
YOR365C::chr15_4	330	256	267	211	591	514
YOR366W::chr15_4	14	332	77	262	8	349
YOR367W::chr15_4	397	1	260	80	614	0
YOR368W::chr15_4	441	361	241	273	492	416
YOR369C::chr15_4	0	0	68	34	0	0
YOR370C::chr15_4	0	2	2	0	4	0
YOR371C::chr15_4	442	311	287	223	416	294
YOR372C::chr15_4	3	6	0	0	0	0
YOR373W::chr15_4	0	0	0	0	0	0
YOR374W::chr15_4	2	306	163	257	4	254
YOR375C::chr15_4	303	218	276	247	455	373
YOR376W-A::chr00_21	421	282	4	0	791	480
YOR376W::chr15_4	0	227	141	86	0	228
YOR377W::chr15_4	409	305	355	303	633	571
YOR378W::chr15_4	543	395	438	430	548	493
YOR379C::chr15_4	397	122	268	138	518	143
YOR380W::chr15_4	856	594	144	90	665	332
YOR381W-A::chr00_21	0	0	0	0	0	0
YOR381W::chr15_4	902	605	285	245	738	553
YOR382W::chr15_4	710	426	556	400	503	277
YOR383C::chr15_4	747	475	0	0	498	377
YOR384W::chr15_5	677	460	364	301	443	338
YOR385W::chr15_5	360	480	219	278	407	516
YOR386W::chr15_5	331	337	125	113	311	223
YPL001W::chr16_3	895	576	297	60	470	302
YPL002C::chr16_3	575	335	1755	1234	359	294
YPL003W::chr16_3	787	531	146	278	451	352
YPL004C::chr00_17b	482	323	211	155	489	441
YPL005W::chr16_3	2	0	344	509	0	184
YPL006W::chr16_3	4	0	278	218	456	325
YPL007C::chr16_3	0	0	1	0	2	0
YPL008W::chr16_3	709	0	813	280	276	0
YPL009C::chr16_3	441	214	240	202	551	352
YPL010W::chr16_3	0	0	4	2	0	0
YPL011C::chr16_3	1	0	1	0	16	0
YPL012W::chr16_3	3	2	5	6	1	0
YPL013C::chr16_3	4	0	1127	1109	343	254
YPL014W::chr16_3	936	552	217	152	525	371
YPL015C::chr16_3	914	500	178	191	517	253
YPL016W::chr16_3	0	3	0	0	0	0
YPL017C::chr00_17b	709	9	195	110	324	0
YPL017C::chr16_3	0	0	0	0	0	0
YPL018W::chr16_3	835	236	538	531	347	86
YPL019C::chr16_3	1587	0	330	71	864	0
YPL020C::chr16_3	5	4	1	5	0	4
YPL021W::chr16_3	1223	623	284	175	477	288
YPL022W::chr16_3	1196	890	275	242	487	432
YPL023C::chr16_3	882	579	210	236	384	336
YPL024W::chr16_3	3	0	230	231	5	0
YPL025C::chr16_3	1172	553	195	75	581	298
YPL026C::chr16_3	1206	642	230	97	586	236
YPL027W::chr00_17b	556	229	198	63	473	196
YPL028W::chr16_3	0	0	0	0	2	0
YPL029W::chr16_3	3	0	702	0	254	0
YPL030W::chr16_3	317	255	155	122	288	328
YPL031C::chr16_3	41	24	532	137	40	39
YPL032C::chr16_3	0	555	85	131	0	258
YPL033C::chr16_3	964	585	388	210	433	299
YPL034W::chr00_17b	462	199	209	169	523	323
YPL035C::chr16_3	16	379	8	236	11	307
YPL036W::chr00_17b	267	290	79	160	544	412
YPL037C::chr16_3	975	609	128	163	509	376
YPL038W-A::chr00_21	340	232	0	1	430	389
YPL038W::chr16_3	332	264	182	206	320	271
YPL039W::chr16_3	367	281	283	164	358	280
YPL040C::chr16_3	2	0	888	520	3	0
YPL041C::chr16_3	1029	744	839	573	286	349
YPL042C::chr16_3	493	313	416	804	236	204
YPL043W::chr16_3	2	1	6	3	8	1
YPL044C::chr16_3	6	0	0	1	3	0
YPL045W::chr16_3	0	0	370	575	7	82
YPL046C::chr16_3	444	75	231	118	572	119
YPL047W::chr16_3	682	0	1869	775	511	0
YPL048W::chr16_3	470	295	274	128	471	304
YPL049C::chr16_3	0	0	294	125	469	417
YPL050C::chr16_3	0	0	0	0	0	0
YPL051W::chr16_3	0	222	140	176	1	183
YPL052W::chr16_3	637	225	216	130	354	147
YPL053C::chr16_3	354	429	168	110	315	424
YPL054W::chr16_3	1537	1163	247	176	899	835
YPL055C::chr16_3	475	296	387	709	243	246
YPL056C::chr16_3	730	480	103	180	528	447
YPL057C::chr16_3	571	476	225	206	390	380
YPL058C::chr16_3	432	288	266	168	461	292
YPL059W::chr16_3	82	194	0	1	23	35
YPL060W::chr16_3	0	211	144	176	0	276
YPL061W::chr16_3	353	0	290	178	429	1
YPL062W::chr16_3	305	133	223	220	381	199
YPL063W::chr16_3	0	0	2	3	7	0
YPL064C::chr16_3	604	312	272	113	442	258
YPL065W::chr16_3	419	0	1899	779	430	0
YPL066W::chr16_3	558	262	335	282	399	244
YPL067C::chr16_3	250	287	256	266	334	356
YPL068C::chr16_3	397	0	1298	0	439	0
YPL069C::chr16_3	245	0	791	398	497	0
YPL070W::chr16_3	456	119	357	102	553	108
YPL071C::chr16_3	381	249	326	309	514	381
YPL072W::chr16_3	539	1	336	71	623	0
YPL073C::chr16_3	439	320	1557	1030	478	319
YPL074W::chr16_3	566	439	316	249	548	564
YPL075W::chr00_22	0	183	0	0	0	209
YPL075W::chr16_3	0	1	0	0	0	2
YPL076W::chr16_3	7	0	3	0	7	0
YPL077C::chr16_3	347	344	347	283	573	439
YPL078C::chr00_17b	1	0	532	691	0	255
YPL078C::chr16_3	0	0	0	0	0	0
YPL079W::chr16_3	453	271	238	136	705	504
YPL080C::chr16_3	1	8	453	517	1	3
YPL081W::chr16_3	453	2	197	181	452	0
YPL082C::chr16_3	0	1	0	0	0	0
YPL083C::chr16_3	0	4	0	2	0	0
YPL084W::chr16_3	0	0	0	212	0	204
YPL085W::chr16_3	0	0	1	1	1	0
YPL086C::chr16_3	0	157	0	582	0	206
YPL087W::chr16_3	1	250	144	271	0	419
YPL088W::chr16_3	417	217	291	193	432	323
YPL089C::chr16_3	814	623	257	99	735	543
YPL090C::chr16_3	215	90	6	10	298	221
YPL091W::chr16_3	0	81	0	188	0	149
YPL092W::chr16_2	519	403	380	326	748	513
YPL093W::chr16_2	237	329	278	383	216	314
YPL094C::chr16_2	0	1	2	8	2	1
YPL095C::chr16_2	500	282	369	387	645	351
YPL096C-A::chr00_21	399	226	0	4	476	339
YPL096W::chr16_2	397	306	460	328	528	527
YPL097W::chr16_2	208	95	435	745	210	151
YPL098C::chr16_2	373	111	215	192	573	195
YPL099C::chr16_2	555	466	337	411	678	558
YPL100W::chr16_2	324	281	420	439	479	414
